sentence,label,alpha,id,word_count
matter tough route big tyre winger make every journey smooth,3,a,521,10
dear motor check inbox otherwise gonna post online,3,a,522,8
experience beauty rich culture rest deep within bangalore entire family comfort winger,3,a,525,12
introduce stylish auto fold stylish bold automate make feel good everyone,3,a,526,11
congratulation team proud wish see beauty parking lot launch proper cruise control may face lift due,3,a,527,16
give car motor smell issue dealer coordinate support,3,a,528,8
call back within busy customer staff irresponsible two month get information car registration,3,a,529,13
honda civic mile overheats drive slow idle cool drive fast,4,a,530,10
sorry inconvenience cause respond concern via kindly check acknowledge,3,a,531,9
pontiac radio fuse problem,4,a,532,4
fully reinforce impact resistant chassis frame built roll frame technology come shot blast powder coat high durability corrosion resistance,3,a,533,19
lush green meadow monsoon beauty,3,a,534,5
disturb clutch transmission noise input something else,4,a,535,7
corolla shift transmission toast,4,a,536,4
understand team connect call take concern forward rest assure resolve soon appreciate patience meantime,3,a,538,14
vision sedan concept show geneva showcase motor future design direction technological capability news round car test launch,3,a,539,17
car leg room vent work sure whether issue get resolve permanently day,3,a,541,12
reason car stutter accelerate happens,4,a,542,5
tow come,2,a,543,2
welcome young trainee share valuable experience management trainee cadre batch come board july mumbai,3,a,544,14
team please confirm discontinue norm come please confirm consider one option,3,a,546,11
await response,3,a,547,2
thank reach per company policy cannot disclose information pertain future product strategy stay tune website social medium page catch late update,3,a,548,21
test drive permit night,1,a,549,4
would really like help kindly elaborate concern also provide contact information vehicle model car chassis number via relevant team contact assistance,3,a,550,21
nissan stuck park,2,a,551,3
please share contact detail via facebook message team soon contact assistance,3,a,552,11
safari give new birth late technology engine motor right best class feature safety safari one best vehicle house,3,a,554,18
bought vehicle run manage concorde motor sale amount issue tax receipt record invoice provide,3,a,555,14
proud owner want know wad height mention manual,3,a,556,8
concerned hear problem face would like help please share contact information via relevant team assist soon,3,a,558,16
sorry inconvenience face however obtain detail email cause unnecessary delay address concern,3,a,559,12
think get bad gas,4,a,560,4
vision sedan concept show geneva showcase motor future design direction technological capability news car test launch,3,a,561,16
receive call,3,a,562,2
lead forward number dealer information,3,a,563,5
see enjoy keep share experience would glad see,3,a,565,8
stick shift automatic,0,a,566,3
team try multiple attempt contact number provide however call unanswered require assistance feel free connect via toll free number definitely assist,3,a,567,21
customer complain rear axle noise crown rear rotor separation rust thru axle tube near backing plate surface rust due afternoon storm,4,a,568,21
petrol version charge engine,3,a,569,4
would really like know wrong please elaborate concern also share contact information vehicle model dealer detail via assist,3,a,570,18
subaru forester air pump issue,4,a,571,5
vivid ever change sky brotherhood could seem get enough,3,a,572,9
register event bangalore yet receive call help,3,a,574,7
new key honda accord start car,2,a,575,6
mod ghat short turn circle high maneuverability ultra leta,3,a,576,9
honda element sometimes steer wheel would shake crazy idle,4,a,577,9
want know availability model showroom test drive schedule test drive pickup office residence address,1,a,578,14
connect someone bus serious person handle driver training,3,a,579,8
please tell launch date,3,a,580,4
float like butterfly sting like brace twin speed town visit,3,a,581,10
hey motor terrible experience unwanted mumbai advisor estimate high bill amount absolutely fine car first paid service ready give benefit unless agree amount annoy,3,a,582,24
seat easily adjustable,0,a,583,3
message facebook please arrange call back,3,a,584,6
sir meaning zero insurance buying new car,3,a,585,7
unjustified behavior feel loot amp cheat reply wait long,3,a,587,9
face typical issue heard even car like eon drive smoke smelly area smell get cabin either service able detect cause assistance plant either,3,a,588,23
echo hill power,3,a,589,3
please allow sometime get checked team surely get back soon update,3,a,590,11
attach late invoice seem like mint money sole aim,3,a,591,9
get car reach home,2,a,592,4
many time need flush radiator,4,a,593,5
time launch,3,a,594,2
glad hear friend concern resolve rest assure customer satisfaction utmost importance however also consider feedback share team consideration,3,a,595,18
good look car great brand name think good sell,3,a,596,9
visit motor dealership best buying decision click find dealership closest location,3,a,597,11
